id, name, value
10628,ZQwt,10627.88
10629,oGwM,10628.43
10630,yPXM,10629.18
10631,StVw,10630.61
10632,gTZO,10631.83
10633,NMAq,10632.92
10634,lDbs,10633.93
10635,iCuE,10634.57
10636,qWTX,10635.21
10637,MtYP,10636.03
10638,xmdV,10637.49
10639,Ahwt,10638.64
10640,VPdy,10639.24
10641,FRTf,10640.77
10642,ejhp,10641.62
10643,Yisr,10642.07
10644,wYKK,10643.65
10645,Pycu,10644.31
10646,QvoF,10645.09
10647,YJrF,10646.04
10648,hSvZ,10647.93
10649,KlLx,10648.49
10650,bkHO,10649.88
10651,ehcr,10650.17
10652,iuUI,10651.68
10653,fLIc,10653.0
10654,icpM,10653.85
10655,uEFi,10654.9
10656,SRot,10655.55
10657,TMpq,10656.62
10658,tZzX,10657.2
10659,ebyX,10658.69
10660,YGbQ,10659.4
10661,zIda,10660.04
10662,ACNq,10661.51
10663,FSIU,10662.8
10664,sICE,10663.39
10665,HUOU,10664.21
10666,Uepd,10665.26
10667,savk,10666.89
10668,rrdt,10667.96
10669,kCyZ,10668.17
10670,EsDJ,10669.51
10671,uEmx,10670.26
10672,JDhs,10671.02
10673,Wbsd,10672.97
10674,uoGh,10673.88
10675,Mhtm,10674.02
10676,WyhE,10675.62
10677,igDR,10676.06
10678,FNTt,10677.7
10679,BUVj,10678.94
10680,yZkz,10679.49
10681,LdYy,10680.7
10682,xtsr,10681.79
10683,gHrh,10682.53
10684,vGDp,10683.24
10685,Ukgq,10684.72
10686,lkQP,10685.25
10687,zwtH,10686.34
10688,WZXI,10687.02
10689,SEBu,10688.92
10690,Xjgi,10689.99
10691,QiMm,10690.46
10692,Nrha,10691.14
10693,sXmb,10692.74
10694,sXjF,10693.13
10695,rlig,10694.97
10696,zUzm,10695.27
10697,GPnd,10696.39
10698,gXqY,10697.92
10699,CSxj,10698.66
10700,Swxi,10699.93
10701,eyLA,10700.04
10702,SDmX,10701.3
10703,nOqw,10702.39
10704,WnCa,10703.54
10705,ocwu,10704.26
10706,lFXg,10705.47
10707,BLKA,10706.25
10708,mBtj,10707.44
10709,fZoJ,10708.15
10710,ZZkC,10709.49
10711,sRsT,10710.02
10712,nfAX,10711.3
10713,lZzJ,10712.95
10714,bbAo,10713.97
10715,xVDQ,10714.99
10716,QxyE,10715.91
10717,piaL,10716.91
10718,bZkb,10717.38
10719,LMac,10718.58
10720,uhsN,10719.88
10721,mxqW,10720.02
10722,LRrZ,10721.01
10723,Eqji,10722.41
10724,aYnU,10723.77
10725,yNNB,10724.88
10726,lvyo,10725.01
10727,Hgzy,10726.06
10728,MvZf,10727.07
10729,iYGR,10728.14
10730,YxDl,10729.17
10731,YGfG,10730.63
10732,TQjX,10731.62
10733,tAVN,10732.25
10734,iUAi,10733.81
10735,Xtze,10734.99
10736,gJbs,10735.31
10737,BfSn,10736.34
10738,kuQO,10737.02
10739,dEJe,10738.72
10740,JdZL,10739.87
10741,vrGn,10740.93
10742,bzYy,10741.79
10743,txvo,10742.34
10744,lADj,10743.58
10745,WMrr,10744.67
10746,FcAh,10745.73
10747,BmJr,10746.23
10748,hZJc,10747.6
10749,gKFZ,10748.4
10750,Bmdm,10749.4
10751,yuUL,10750.1
10752,mNKa,10751.16
10753,vnsE,10752.1
10754,uKta,10753.32
10755,HRGE,10754.1
10756,LoFN,10755.13
10757,osgE,10756.67
10758,KZFb,10757.42
10759,QoXe,10758.56
10760,wQXY,10759.96
10761,dnqy,10760.04
10762,UYvF,10761.94
10763,efFI,10762.07
10764,qHCw,10763.79
10765,dqyQ,10764.96
10766,MkHh,10765.84
10767,OiLA,10766.35
10768,KtXH,10767.69
10769,UjKc,10768.98
10770,tgRa,10769.92
10771,mHAC,10770.24
10772,uGPC,10771.07
10773,Egja,10772.3
10774,hZTT,10773.07
10775,sGtK,10774.3
10776,YjPJ,10775.83
10777,hONR,10776.58
10778,NAON,10777.14
10779,NVoi,10778.17
10780,poaz,10779.95
10781,Kele,10780.5
10782,zWlX,10781.62
10783,XDtS,10782.27
10784,Ziyj,10783.02
10785,lMll,10784.89
10786,BYXw,10785.46
10787,DSDQ,10786.45
10788,omoZ,10787.09
10789,LvDl,10788.44
10790,RCdl,10789.57
10791,SMuH,10790.33
10792,KFRq,10791.64
10793,sLbA,10792.89
10794,cGnj,10793.83
10795,dpig,10794.54
10796,EgJo,10795.79
10797,IuSu,10796.04
10798,swdU,10797.8
10799,TQmY,10798.8
10800,asTv,10799.17
10801,KqVH,10800.94
10802,kNVE,10801.67
10803,hiPt,10802.42
10804,AZUF,10803.91
10805,bDet,10804.4
10806,YnRV,10805.84
10807,VPgk,10806.15
10808,EJcJ,10807.58
10809,TdvY,10808.45
10810,xnNJ,10809.31
10811,RgHb,10810.48
10812,GzaL,10811.6
10813,merj,10812.97
10814,SRzf,10813.94
10815,yfoM,10814.92
10816,KnhI,10815.82
10817,BxfY,10816.52
10818,FZUX,10817.47
10819,ylnd,10818.81
10820,uPvN,10819.71
10821,Tlzf,10820.56
10822,RnoV,10821.53
10823,tyUZ,10822.66
10824,Mukl,10823.36
10825,sYSm,10824.24
10826,NiFr,10825.56
10827,lAXJ,10826.82
10828,DfXh,10827.29
10829,NaKT,10828.98
10830,pSUq,10829.45
10831,nzni,10830.22
10832,ASTs,10831.52
10833,aufB,10832.93
10834,VetH,10833.21
10835,BVcC,10834.1
10836,KMnm,10835.65
10837,STQw,10836.33
10838,hOyG,10837.09
10839,oaje,10838.07
10840,Uoxl,10839.55
10841,ytxR,10840.71
10842,VaZO,10841.43
10843,dliS,10842.78
10844,WZqA,10843.59
10845,uGlN,10844.29
10846,Xzbl,10845.86
10847,jGWM,10846.17
10848,LuVK,10847.25
10849,sycJ,10848.52
10850,dcNR,10849.61
10851,TNoW,10850.06
10852,Tlfb,10851.39
10853,kMRt,10852.54
10854,iBFD,10853.42
10855,NtZn,10854.84
10856,OKYL,10855.92
10857,iYqn,10856.22
10858,zNxZ,10857.62
10859,NpSE,10858.32
10860,wPxl,10859.2
10861,egFv,10860.15
10862,TJVU,10861.5
10863,uZrh,10862.02
10864,dBCo,10864.0
10865,oGiY,10864.04
10866,cnlM,10865.65
10867,vyRh,10866.67
10868,bwyA,10867.59
10869,aREy,10868.03
10870,STJs,10869.66
10871,zbJG,10870.36
10872,HUCd,10871.16
10873,xybo,10872.77
10874,LHOT,10873.1
10875,pYmC,10874.39
10876,Bmyy,10875.66
10877,pqbU,10876.65
10878,Zxyw,10877.79
10879,rxMO,10878.36
10880,CitJ,10879.12
10881,ReVk,10880.44
10882,PABT,10881.98
10883,kWho,10882.7
10884,kvmk,10883.22
10885,AFFF,10884.22
10886,ACcS,10885.81
10887,VkDz,10886.58
10888,knGl,10887.12
10889,iuCr,10888.6
10890,bJAM,10889.2
10891,AFHI,10890.33
10892,RnOL,10891.84
10893,aIZb,10892.68
10894,YEYT,10893.7
10895,vOvs,10894.37
10896,YmhL,10895.06
10897,XiMy,10896.82
10898,ypJT,10897.37
10899,hZRx,10898.5
10900,zkdg,10899.15
10901,atIc,10900.35
10902,MWCK,10901.38
10903,ysEV,10902.37
10904,Mvgy,10903.44
10905,FdVH,10904.8
10906,sNrQ,10905.97
10907,IPIz,10906.49
10908,GFTM,10907.79
10909,teJY,10908.64
10910,gpmg,10909.8
10911,jNBP,10910.18
10912,nKnb,10911.37
10913,zgGj,10912.61
10914,jZfR,10913.43
10915,ThVC,10914.71
10916,cVGC,10915.76
10917,Ybmq,10916.98
10918,RJBG,10917.48
10919,xRYH,10918.43
10920,tnoh,10919.54
10921,iQht,10920.59
10922,ySBF,10921.91
10923,ZYfp,10922.04
10924,ppiB,10923.31
10925,hfen,10924.44
10926,SfAN,10925.96
10927,mibT,10926.62
10928,iPcX,10927.02
10929,YIKv,10928.59
10930,rugZ,10929.05
10931,KPKH,10930.19
10932,uXaZ,10931.38
10933,tslO,10932.1
10934,JNJz,10933.94
10935,awQm,10934.82
10936,NxGQ,10935.55
10937,wIiH,10936.44
10938,YglB,10937.02
10939,mwcW,10938.98
10940,PImx,10939.83
10941,vZtX,10940.49
10942,UTzb,10941.48
10943,UXNd,10942.56
10944,wQjm,10943.76
10945,Kezf,10944.17
10946,JnRC,10945.43
10947,svwY,10946.67
10948,fJQE,10947.27
10949,eJUP,10948.57
10950,SnzR,10949.58
10951,xYCJ,10950.84
10952,DhQE,10951.64
10953,RCjP,10952.53
10954,lHKU,10953.59
10955,acmN,10954.87
10956,fKyb,10955.07
10957,XlqD,10956.69
10958,vZza,10957.89
10959,qeSV,10958.66
10960,qhtg,10959.26
10961,qoPD,10960.19
10962,SQlj,10961.47
10963,oUsw,10962.08
10964,jexn,10963.45
10965,LJCb,10964.28
10966,txIG,10965.84
10967,Rkpa,10966.83
10968,Umli,10967.28
10969,doXM,10968.46
10970,xZeu,10969.27
10971,JlCg,10970.42
10972,nKGg,10971.48
10973,pQoP,10972.87
10974,YXtX,10973.04
10975,DEJr,10974.27
10976,cEHu,10975.11
10977,HdBy,10976.31
10978,mdwd,10977.98
10979,UXKz,10978.72
10980,YnmJ,10979.16
10981,zifF,10980.32
10982,zYOu,10981.68
10983,mVZK,10982.61
10984,ufaG,10983.23
10985,kjBb,10984.49
10986,eBIb,10985.9
10987,nSGz,10986.45
10988,dmFY,10987.04
10989,kHTd,10988.27
10990,jDlo,10989.12
10991,mKAo,10990.44
10992,PwGZ,10991.49
10993,IuyZ,10992.59
10994,fsEC,10993.27
10995,uwKs,10994.86
10996,VjKj,10995.15
10997,IOih,10996.24
10998,udOM,10997.15
10999,Xagz,10998.46
11000,hbSD,10999.3
11001,Rztn,11000.66
11002,ZBov,11001.83
11003,xgtd,11002.44
11004,qIwq,11003.36
11005,ktwK,11004.92
11006,dCuw,11005.94
11007,KfQR,11006.04
11008,vpwd,11007.83
11009,wIaL,11008.49
11010,zuHi,11009.82
11011,iWHM,11010.64
11012,zzPm,11011.53
11013,bGsH,11012.82
11014,kuhE,11013.23
11015,IRBt,11014.58
11016,UvoE,11015.65
11017,HfCa,11016.43
11018,crqZ,11017.57
11019,avXB,11018.55
11020,wGDp,11019.63
11021,TCTb,11020.66
11022,RYhl,11021.8
11023,jOzd,11022.41
11024,wbtJ,11023.37
11025,JHms,11024.06
11026,rWbi,11025.2
11027,jkcN,11026.23
11028,Ycfb,11027.99
11029,iWCS,11028.17
11030,gMzj,11029.97
11031,uKws,11030.58
11032,nkrw,11031.45
11033,gSHW,11032.63
11034,TIXt,11033.02
11035,jzFW,11034.21
11036,RJpZ,11035.35
11037,grNC,11036.37
11038,Jrmn,11037.32
11039,iGpH,11038.75
11040,TQSZ,11039.77
11041,yGKD,11040.66
11042,OALk,11041.0
11043,jBiN,11042.82
11044,uCLN,11043.43
11045,cCYU,11045.0
11046,HzND,11045.85
11047,FLzm,11046.54
11048,Nmpm,11047.46
11049,GOjG,11048.94
11050,FKYn,11049.37
11051,KntE,11050.74
11052,hHkk,11051.43
11053,kkRw,11052.19
11054,mTyP,11053.03
11055,ZBWa,11054.45
11056,anVb,11055.5
11057,RRiS,11056.17
11058,aFHt,11057.24
11059,XPgI,11058.25
11060,rGMG,11059.82
11061,MmBN,11060.91
11062,TPEI,11061.35
11063,ryee,11062.15
11064,YHCc,11063.91
11065,FRCc,11064.86
11066,fxSW,11065.09
11067,CaUO,11066.13
11068,ePVs,11067.96
11069,XKPE,11068.07
11070,cPUg,11069.11
11071,uqbS,11070.8
11072,RpUD,11071.07
11073,rToS,11072.87
11074,ZKtC,11073.29
11075,ynFK,11074.67
11076,ZUWt,11075.71
11077,MxTd,11076.67
11078,Vtvr,11077.01
11079,FnCP,11078.66
11080,RShJ,11079.1
11081,BAIr,11080.32
11082,JKrH,11081.07
11083,MwAr,11082.99
11084,DtKT,11083.69
11085,JzWO,11084.99
11086,uqxF,11085.19
11087,wUdo,11086.63
11088,lUeR,11087.42
11089,ZhDU,11088.12
11090,VuGd,11089.65
11091,wUpb,11090.94
11092,BFUY,11091.34
11093,MZPF,11092.98
11094,KJYw,11093.4
11095,Dmjj,11094.77
11096,LPBf,11095.58
11097,NZwv,11096.49
11098,lWQR,11097.14
11099,xbAr,11098.15
11100,idEk,11099.23
11101,qkII,11100.92
11102,wWtK,11101.37
11103,zRds,11102.99
11104,NRMc,11103.97
11105,OHJT,11104.08
11106,wFZr,11105.26
11107,pCak,11106.73
11108,RYQU,11107.99
11109,yKNQ,11108.61
11110,Fyig,11109.13
11111,GITs,11110.33
11112,slkt,11111.48
11113,nvtF,11112.33
11114,tfcd,11113.2
11115,bLxa,11114.76
11116,HPCW,11115.3
11117,AgHw,11116.29
11118,nZPn,11117.74
11119,mrgU,11118.27
11120,xKsN,11119.06
11121,hHgp,11120.22
11122,vcOQ,11121.67
11123,reEi,11122.14
11124,kJQS,11123.22
11125,CLEF,11124.83
11126,eXIy,11125.92
11127,fJkP,11126.2
11128,kKgx,11127.86
11129,uZog,11128.31
11130,xnqj,11129.33
11131,yNGl,11130.0
11132,yasU,11131.42
11133,RgsP,11132.76
11134,apzW,11133.9
11135,EZbL,11134.67
11136,qcvB,11135.64
11137,tMXe,11137.0
11138,AxVA,11137.08
11139,GjBW,11138.86
11140,TwNM,11139.94
11141,wbcb,11140.41
11142,WJKf,11141.6
11143,NWfc,11142.18
11144,RuDv,11143.54
11145,dJsG,11144.8
11146,dBlY,11145.51
11147,FYOM,11146.42
11148,QTDM,11147.12
11149,jcag,11148.64
11150,AXhF,11149.0
11151,aBzm,11150.59
11152,GVer,11151.02
11153,bxLY,11152.3
11154,NueS,11153.73
11155,fpEw,11154.12
11156,GmnY,11155.18
11157,VjyS,11156.63
11158,rWcg,11157.31
11159,olnv,11158.1
11160,ckMH,11159.44
11161,JZnK,11160.0
11162,tfeA,11161.89
11163,BxVB,11162.86
11164,iERL,11163.41
11165,uTRr,11164.76
11166,tHDj,11165.91
11167,VVhy,11166.98
11168,rhYc,11167.48
11169,hhbn,11168.88
11170,MbcX,11169.15
11171,xqyQ,11170.95
11172,Bggv,11171.71
11173,mYdQ,11172.97
11174,LXZJ,11173.99
11175,VKPb,11174.96
11176,POCS,11175.76
11177,UCyK,11176.46
11178,eqck,11177.4
11179,GhzJ,11178.21
11180,gQQq,11179.93
11181,RyzD,11180.63
11182,QcRF,11181.06
11183,PfnE,11182.13
11184,fHcn,11183.57
11185,rgEP,11184.91
11186,Hjgm,11185.54
11187,vQbi,11186.3
11188,khhN,11187.2
11189,Xdzw,11188.32
11190,CUTF,11189.81
11191,iOaf,11190.83
11192,fLJd,11191.88
11193,rgeM,11192.49
11194,bPdq,11193.18
11195,uBrF,11194.94
11196,xsEN,11195.45
11197,OfJc,11196.95
11198,GLMI,11197.19
11199,Zhco,11198.23
11200,stir,11199.63
11201,VxSe,11200.54
11202,dSaQ,11201.33
11203,vmxu,11202.91
11204,XZvG,11203.17
11205,Gxnf,11204.3
11206,lNAO,11205.93
11207,xSSQ,11206.85
11208,PpjR,11207.36
11209,YTOD,11208.13
11210,nUHC,11209.84
11211,aqMs,11210.6
11212,howl,11211.71
11213,zhnL,11212.59
11214,AbBH,11213.28
11215,vgpA,11214.58
11216,BTuy,11215.96
11217,hekT,11216.79
11218,ByVo,11217.63
11219,XAbj,11218.67
11220,yAFr,11219.93
11221,XEmm,11220.36
11222,sOlO,11221.4
11223,EpJv,11222.97
11224,USCn,11223.08
11225,GLtN,11224.86
11226,fRaA,11225.11
11227,iprC,11226.47
11228,lXry,11227.85
11229,IOlk,11228.97
11230,TZLz,11229.12
11231,WbLs,11230.76
11232,CTcP,11231.31
11233,qzma,11232.54
11234,NHef,11233.25
11235,npWD,11234.06
11236,wRQh,11235.9
11237,iGmj,11236.17
11238,WeuK,11237.46
11239,sarJ,11238.2
11240,kgRJ,11239.54
11241,tZxo,11240.4
11242,yzNa,11241.12
11243,Vbaw,11242.31
11244,Ueqc,11243.72
11245,AVvz,11244.64
11246,kaRB,11245.09
11247,Ogvo,11246.32
11248,IjFq,11247.84
11249,QFtP,11248.49
11250,dTnF,11249.87
11251,ynfK,11250.56
11252,rMlw,11251.76
11253,RoGW,11252.33
11254,znQA,11253.5
11255,bEmo,11254.98
11256,KnCU,11255.86
11257,PqDX,11256.73
11258,pRwn,11257.76
11259,UITa,11258.14
11260,tQkd,11259.22
11261,phTy,11260.41
11262,NGIp,11261.12
11263,zkxW,11262.82
11264,IdOV,11263.33
11265,rkfv,11264.66
11266,xNsx,11265.29
11267,gBsL,11266.24
11268,zTrA,11267.44
11269,boiS,11268.69
11270,RSny,11269.29
11271,crlt,11270.64
11272,RyhK,11271.08
11273,KmKm,11272.91
11274,vIYg,11273.67
11275,Fhky,11274.83
11276,HNOn,11275.48
11277,pokm,11276.22
11278,iNEe,11277.46
11279,SaMZ,11278.71
11280,zGki,11279.4
11281,DPxL,11280.85
11282,PDrW,11281.34
11283,bLqi,11282.99
11284,MXPo,11283.47
11285,mjqq,11284.77
11286,acsC,11285.42
11287,UBFO,11286.51
11288,qNjg,11287.57
11289,yLJD,11288.28
11290,ZNSr,11289.37
11291,gxKz,11290.32
11292,XyCk,11291.44
11293,UEaO,11292.01
11294,qXuo,11293.61
11295,vwFc,11294.85
11296,nVYH,11295.35
11297,JdvT,11296.2
11298,qAba,11297.38
11299,tytM,11298.39
11300,RiLw,11299.24
11301,jDDI,11300.64
11302,xUcC,11301.17
11303,YoyQ,11302.58
11304,MdZx,11303.09
11305,nCAO,11304.95
11306,EUfC,11305.97
11307,hWYY,11306.1
11308,aCDF,11307.32
11309,NBKg,11308.6
11310,USLq,11309.78
11311,EqLH,11310.08
11312,ShtO,11311.94
11313,KTUz,11312.05
11314,lAam,11313.68
11315,PyAH,11314.47
11316,dCVe,11315.4
11317,xJwL,11316.88
11318,uqkZ,11317.97
11319,qHcx,11318.85
11320,YRin,11319.39
11321,WUle,11320.37
11322,yXXz,11321.52
11323,tDXb,11322.34
11324,crmN,11323.1
11325,EkGu,11324.72
11326,GsIB,11325.5
11327,AEce,11326.19
11328,HIIf,11327.93
11329,bafx,11328.37
11330,FaCL,11329.26
11331,fJtR,11330.81
11332,NxCn,11331.92
11333,HrxI,11332.33
11334,rSXk,11333.3
11335,LaXS,11334.42
11336,DJJp,11335.55
11337,HiVu,11336.51
11338,tZGv,11337.95
11339,KPPR,11338.13
11340,TufZ,11339.31
11341,Jofy,11340.61
11342,Mzwi,11341.27
11343,ppTt,11343.0
11344,mFZM,11343.61
11345,bgKu,11344.13
11346,rMuE,11345.89
11347,unjh,11346.95
11348,XYfx,11347.54
11349,QyHS,11348.34
11350,fYwK,11349.72
11351,XNzc,11350.94
11352,BvRg,11351.12
11353,JlRF,11352.93
11354,xkJR,11353.97
11355,pFmN,11354.12
11356,MWNI,11355.28
11357,VBkI,11356.47
11358,lGRT,11357.45
11359,btDi,11358.52
11360,ELeG,11359.18
11361,wKnb,11360.44
11362,GohA,11361.74
11363,oAJs,11362.83
11364,HTEj,11363.91
11365,RmJK,11364.36
11366,JsTw,11365.9
11367,LngP,11366.2
11368,rUKQ,11367.4
11369,bFaf,11368.0
11370,teUW,11369.88
11371,WwrG,11370.25
11372,DWzZ,11371.39
11373,POAh,11372.94
11374,kQul,11373.9
11375,RynJ,11374.63
11376,uWrv,11375.16
11377,Pgon,11376.09
11378,toUB,11377.98
11379,viDT,11378.75
11380,wijD,11379.98
11381,bFRp,11380.84
11382,hNWJ,11381.4
11383,JyBC,11382.5
11384,Ijib,11383.78
11385,fgUL,11384.17
11386,RZHR,11385.13
11387,ZAic,11386.15
11388,wpOZ,11387.41
11389,kMAf,11388.24
11390,tpcc,11389.14
11391,tCeh,11390.9
11392,gtwv,11391.89
11393,NKoI,11392.64
11394,ORVG,11393.36
11395,byvY,11394.07
11396,bNHQ,11395.2
11397,Gsyb,11396.71
11398,Dwbq,11397.97
11399,vpxv,11398.78
11400,PsEX,11399.33
11401,btwK,11400.99
11402,msRE,11401.93
11403,qlpS,11402.38
11404,QVZe,11403.26
11405,Brrz,11404.07
11406,XqaL,11405.41
11407,jsSb,11406.13
11408,ZZlr,11407.75
11409,tzZC,11408.87
11410,wDUH,11409.63
11411,YjDo,11410.61
11412,DubV,11411.68
11413,Uzxe,11412.23
11414,Ltsm,11413.12
11415,mBHl,11414.61
11416,HAAL,11415.08
11417,UrGS,11416.9
11418,tjQg,11417.25
11419,SExh,11418.77
11420,PUyj,11419.06
11421,yvXv,11420.28
11422,Vhri,11421.76
11423,CsNr,11422.46
11424,zmML,11423.3
11425,pdUy,11424.03
11426,NjWi,11425.02
11427,SxsE,11426.79
11428,AFVy,11427.67
11429,QGTm,11428.82
11430,PjUV,11429.18
11431,Qgau,11430.11
11432,JssB,11431.75
11433,wWIk,11432.48
11434,kiHn,11433.09
11435,PDdp,11434.91
11436,bEYv,11435.38
11437,lZQN,11436.67
11438,nCHZ,11437.06
11439,XiKG,11438.05
11440,vGnL,11439.13
11441,lPXC,11440.67
11442,lbGD,11441.68
11443,wLaL,11442.42
11444,Vvmd,11443.61
11445,dTUA,11444.68
11446,UsWM,11445.42
11447,ibaM,11446.2
11448,KEFb,11447.73
11449,QEPC,11448.66
11450,kYCL,11449.03
11451,NAik,11450.33
11452,KgfI,11451.1
11453,wqFf,11452.28
11454,dgXD,11453.8
11455,GJRA,11454.91
11456,wecw,11455.59
11457,itYU,11456.83
11458,spEC,11457.75
11459,WSOg,11458.98
11460,EMIw,11459.98
11461,YSkL,11460.97
11462,XPfM,11461.48
11463,TDUD,11462.5
11464,xsbA,11463.24
11465,Rsew,11464.05
11466,MqlG,11465.72
11467,Paws,11466.25
11468,TFzg,11467.17
11469,ZLfJ,11468.3
11470,OlZX,11469.79
11471,MGxq,11470.22
11472,hcgD,11471.38
11473,XTvw,11472.37
11474,pwVM,11473.81
11475,obGB,11474.62
11476,yBOF,11475.55
11477,UiPl,11476.29
11478,aCUP,11477.62
11479,IPXF,11478.51
11480,gCjT,11479.12
11481,EBai,11480.35
11482,WnmR,11481.07
11483,UglQ,11482.19
11484,TLyT,11483.07
11485,CpOl,11484.12
11486,gaID,11485.79
11487,BLZi,11486.86
11488,eknx,11487.65
11489,Ffkz,11488.13
11490,akBW,11489.07
11491,dBFO,11490.8
11492,OCto,11491.29
11493,LUaM,11492.67
11494,rRIw,11493.74
11495,wFMK,11494.16
11496,jXek,11495.04
11497,NJPG,11496.72
11498,cfGd,11497.33
11499,mWkr,11498.56
11500,npbj,11499.4
11501,diLT,11500.16
11502,Kgqn,11501.47
11503,bsRp,11502.3
11504,SzWM,11503.13
11505,qjMu,11504.64
11506,UrQA,11505.97
11507,Snus,11506.8
11508,EviF,11507.07
11509,oDjz,11508.57
11510,xiwX,11509.57
11511,LlzL,11510.54
11512,hIZd,11511.74
11513,gZJz,11512.82
11514,whBb,11513.39
11515,IiLN,11514.46
11516,cIsD,11515.46
11517,bhNJ,11516.8
11518,hHYC,11517.35
11519,UDKN,11518.12
11520,AiNv,11519.61
11521,ZBTc,11520.52
11522,NQzw,11521.89
11523,UWwE,11522.18
11524,iIFT,11523.87
11525,HCvp,11524.62
11526,RbQx,11525.54
11527,ufUb,11526.54
11528,dkyX,11527.42
11529,rmrx,11528.13
11530,ebrz,11529.55
11531,axUR,11530.47
11532,BAkD,11531.33
11533,oQIo,11532.61
11534,hJlo,11533.25
11535,BXIR,11534.68
11536,EgsG,11535.24
11537,FgEK,11536.6
11538,fGXC,11537.22
11539,NWZM,11538.25
11540,osou,11539.88
11541,LWrh,11540.89
11542,vUzC,11541.5
11543,teSi,11542.25
11544,eBPs,11543.2
11545,CLpB,11544.13
11546,JrJT,11545.54
11547,qQui,11546.59
11548,CuZH,11547.99
11549,YHmY,11548.55
11550,KBgG,11549.8
11551,CzLS,11550.73
11552,DJFT,11551.42
11553,kglF,11552.24
11554,nDEP,11553.01
11555,rORE,11554.8
11556,BsZW,11555.45
11557,PcWE,11556.59
11558,tgKv,11557.41
11559,pkUU,11558.73
11560,KcDL,11559.79
11561,capK,11560.94
11562,SaIq,11561.5
11563,Puhs,11562.75
11564,Ovev,11563.1
11565,qjlG,11564.26
11566,yREy,11565.38
11567,MicB,11566.07
11568,webO,11567.07
11569,UPBQ,11568.58
11570,uaEM,11569.68
11571,dmht,11570.41
11572,LVII,11571.81
11573,jgqr,11572.37
11574,HwHE,11573.82
11575,eZCL,11574.34
11576,ieXa,11575.87
11577,WPqg,11576.59
11578,QSQT,11577.35
11579,Vzju,11578.08
11580,uYDA,11579.77
11581,pFoP,11580.88
11582,arYX,11581.49
11583,puWn,11582.68
11584,MXmZ,11583.0
11585,wkco,11584.32
11586,xlEz,11585.64
11587,hNSf,11586.53
11588,otNo,11587.3
11589,Cuad,11588.06
11590,svPh,11589.48
11591,TvXh,11590.18
11592,BPdE,11591.97
11593,eeOT,11592.53
11594,ZcvY,11593.73
11595,BkNi,11594.72
11596,mokS,11595.14
11597,igbN,11596.87
11598,TqnG,11597.01
11599,MrHA,11598.53
11600,ukQP,11599.86
11601,AYTI,11600.16
11602,XmtM,11601.18
11603,dpNR,11602.62
11604,zLor,11603.24
11605,pGxk,11604.86
11606,MPeK,11605.13
11607,iNsU,11606.24
11608,SnAx,11607.88
11609,BvGQ,11608.94
11610,qOXX,11609.37
11611,JwgI,11610.59
11612,WrxR,11611.66
11613,ixLg,11612.25
11614,bxOz,11613.29
11615,jxWH,11614.8
11616,FZzO,11615.79
11617,coPW,11616.81
11618,kwwO,11617.57
11619,fpAA,11618.19
11620,wlEe,11619.25
11621,hkDm,11620.19
11622,WCgv,11621.96
11623,kXLs,11622.48
11624,tCPB,11623.39
11625,HUYJ,11624.81
11626,KdEP,11625.62
11627,MQnV,11626.9
11628,KFtm,11627.22
11629,etRx,11628.71
11630,vMEe,11629.92
11631,cDNM,11630.2
11632,UAWZ,11631.09
11633,hmXO,11632.29
11634,oAbQ,11633.39
11635,zphS,11634.56
11636,QnaU,11635.48
11637,eaFI,11636.79
11638,UXZC,11637.96
11639,jVyf,11638.04
11640,yjoK,11639.16
11641,sMte,11640.35
11642,tytQ,11641.32
11643,IbzO,11642.24
11644,EJXs,11643.64
11645,zufm,11644.05
11646,EPYg,11645.63
11647,StmH,11646.54
11648,lqwf,11647.23
11649,oNeQ,11648.05
11650,mLAB,11649.76
11651,iwfF,11650.71
11652,caFT,11651.51
11653,DyXI,11652.95
11654,jtRf,11653.81
11655,dCBy,11654.44
11656,HyEs,11655.33
11657,FWgw,11656.0
11658,sDVw,11657.86
11659,rUDg,11658.54
11660,IPad,11659.04
11661,JNdK,11660.04
11662,DSgZ,11661.33
11663,vOCv,11662.86
11664,JteN,11663.18
11665,bVrt,11664.48
11666,vuKZ,11665.28
11667,SIwu,11666.51
11668,wLEM,11667.74
11669,Ngbj,11668.72
11670,xqqf,11669.45
11671,htdD,11670.23
11672,ZOxu,11671.03
11673,eytj,11672.13
11674,pJyl,11673.85
11675,qAYr,11674.03
11676,exDN,11675.54
11677,OHoF,11676.45
11678,NFIQ,11677.25
11679,jQCW,11678.83
11680,rzkb,11679.01
11681,GttU,11680.92
11682,TpHe,11681.11
11683,TVXu,11682.46
11684,WvZf,11683.15
11685,rOmt,11684.95
11686,bctL,11685.74
11687,PZMM,11686.13
11688,YfVo,11687.56
11689,bvie,11688.62
11690,wcdc,11689.87
11691,YSUg,11690.54
11692,oVTI,11691.8
11693,AnKn,11692.07
11694,wpjg,11693.86
11695,dwXv,11694.29
11696,Bprb,11695.78
11697,cIZv,11696.5
11698,fbtW,11697.4
11699,UaPo,11698.03
11700,LUAp,11699.84
11701,yIJr,11700.09
11702,LUlA,11701.85
11703,cNTY,11702.78
11704,jYzM,11703.34
11705,kKhL,11704.67
11706,GpSV,11705.63
11707,weOp,11706.25
11708,pbSu,11707.19
11709,FzKV,11708.72
